epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
97,2073.35,0.74794,0.25454,0.08226,0.49616,0.96002,0.94445,0.86829,0.9109,0.76774,0.98531,0.92195,0.96124,0.93044,0.7182,0.28141,0.05384,0.43917,0.9146,0.0010496,0.0010496,0.0010496
98,2087.67,0.75837,0.24898,0.08139,0.49036,0.95895,0.96199,0.8643,0.91723,0.78065,0.98825,0.91707,0.96015,0.93054,0.65542,0.28323,0.0484,0.4191,0.88456,0.0010397,0.0010397,0.0010397
99,2101.67,0.74572,0.2429,0.07686,0.49607,0.95177,0.95212,0.87309,0.92185,0.77182,0.99467,0.91084,0.9497,0.9263,0.6797,0.29006,0.03868,0.4132,0.89282,0.0010298,0.0010298,0.0010298
100,2116.04,0.75294,0.26051,0.08416,0.49703,0.95819,0.96062,0.86341,0.91516,0.76912,0.98051,0.92195,0.95263,0.93531,0.69803,0.26485,0.04783,0.41228,0.90311,0.0010199,0.0010199,0.0010199
101,2129.74,0.74597,0.26418,0.0865,0.50426,0.95937,0.95691,0.86668,0.91666,0.76238,0.97933,0.92446,0.95784,0.93088,0.72854,0.28266,0.04019,0.42834,0.9129,0.00101,0.00101,0.00101
102,2144.5,0.75479,0.251,0.07732,0.48484,0.96213,0.96429,0.86829,0.9222,0.76336,0.96931,0.92428,0.96042,0.93348,0.74104,0.28634,0.04766,0.41714,0.91848,0.0010001,0.0010001,0.0010001
103,2158.24,0.77212,0.23397,0.08133,0.51586,0.97411,0.94671,0.86665,0.91974,0.77264,0.97445,0.93014,0.96107,0.93425,0.67923,0.29202,0.03943,0.40504,0.90046,0.0009902,0.0009902,0.0009902
104,2171.89,0.76693,0.2652,0.08835,0.50415,0.9684,0.96688,0.85444,0.91535,0.78209,0.98924,0.89669,0.95687,0.92843,0.67024,0.29289,0.04579,0.41992,0.89912,0.0009803,0.0009803,0.0009803
105,2185.3,0.74909,0.24972,0.08381,0.50061,0.95935,0.963,0.85366,0.92052,0.7682,0.95887,0.92683,0.96028,0.9322,0.72324,0.27087,0.05113,0.42985,0.91858,0.0009704,0.0009704,0.0009704
106,2199.36,0.73663,0.21971,0.07902,0.49136,0.96075,0.97755,0.84965,0.91586,0.77177,0.99473,0.92035,0.95976,0.93332,0.70662,0.26768,0.05786,0.41456,0.90995,0.0009605,0.0009605,0.0009605
107,2213.62,0.7714,0.27485,0.07888,0.50097,0.96448,0.98325,0.8588,0.91874,0.78044,0.98005,0.90244,0.95972,0.93012,0.67605,0.29639,0.05852,0.421,0.91317,0.0009506,0.0009506,0.0009506
108,2228.02,0.74584,0.25052,0.07825,0.48528,0.96438,0.96805,0.85854,0.91383,0.76783,0.97454,0.92195,0.96062,0.93232,0.72756,0.30714,0.0504,0.43282,0.92011,0.0009407,0.0009407,0.0009407
109,2242.37,0.74155,0.24234,0.07723,0.48657,0.9512,0.95238,0.85366,0.91041,0.77906,0.97869,0.91707,0.95959,0.93482,0.65834,0.28446,0.05669,0.41991,0.89963,0.0009308,0.0009308,0.0009308
110,2256.86,0.73829,0.26316,0.07247,0.48926,0.94923,0.96081,0.85854,0.91336,0.77337,0.96447,0.92701,0.95691,0.92351,0.69609,0.32358,0.0492,0.43424,0.9092,0.0009209,0.0009209,0.0009209
