epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,928.485,0.89684,0.36248,0.13467,0.58699,1.01821,0.98712,0.85938,0.88788,0.73486,1,0.88691,0.95602,0.93768,0.75855,0.29701,0.04387,0.40771,0.91426,0.0014126,0.0014126,0.0014126
91,939.052,0.89485,0.36772,0.13782,0.57988,1.02892,0.98226,0.86502,0.89432,0.68088,1,0.88733,0.95321,0.9412,0.90589,0.31283,0.03048,0.45456,0.95364,0.001406,0.001406,0.001406
92,950.083,0.87039,0.3887,0.1203,0.56669,1.00907,0.98212,0.8585,0.87788,0.68017,0.93724,0.9375,0.95273,0.94421,0.93957,0.34791,0.03252,0.48892,0.97331,0.0013994,0.0013994,0.0013994
93,958.494,0.89896,0.36244,0.13262,0.58366,1.01788,0.97862,0.85938,0.8965,0.6642,1,0.88281,0.9573,0.94093,0.97035,0.31752,0.03227,0.46689,0.98525,0.0013928,0.0013928,0.0013928
94,969.983,0.90079,0.38275,0.12415,0.59236,1.02428,0.96954,0.85938,0.88832,0.69007,0.96664,0.90548,0.95616,0.9466,0.94864,0.35183,0.02727,0.46242,0.9609,0.0013862,0.0013862,0.0013862
95,980.265,0.90907,0.3787,0.13143,0.59787,1.02674,0.99102,0.86259,0.90037,0.70834,0.95158,0.92131,0.95932,0.94335,0.87703,0.35131,0.0227,0.43745,0.94656,0.0013796,0.0013796,0.0013796
96,988.911,0.90312,0.36481,0.13055,0.59678,1.02352,0.97012,0.85938,0.90366,0.73611,0.95182,0.92606,0.96043,0.94218,0.78636,0.33907,0.03552,0.43389,0.92074,0.001373,0.001373,0.001373
97,999.627,0.87961,0.35561,0.12941,0.57693,0.9991,0.98645,0.84375,0.89397,0.68442,0.95082,0.9375,0.96122,0.93971,0.95363,0.3219,0.02842,0.48826,0.97129,0.0013664,0.0013664,0.0013664
98,1008.72,0.89001,0.35147,0.1281,0.574,1.01743,0.9736,0.8642,0.89833,0.70732,0.99157,0.9192,0.95626,0.93893,0.86241,0.34943,0.03416,0.47409,0.94117,0.0013598,0.0013598,0.0013598
99,1019.01,0.87214,0.31343,0.11712,0.56839,1.01908,0.97674,0.85156,0.8982,0.73356,0.94098,0.92969,0.95833,0.94416,0.75008,0.33606,0.03074,0.43507,0.91474,0.0013532,0.0013532,0.0013532
100,1029.59,0.8888,0.38696,0.12687,0.57267,1.01985,0.97508,0.85938,0.90426,0.73967,0.98702,0.88281,0.95431,0.94465,0.74347,0.34189,0.02872,0.41522,0.9044,0.0013466,0.0013466,0.0013466
101,1039.88,0.87958,0.32478,0.11985,0.57561,1.02065,0.97819,0.85938,0.90434,0.71316,0.99161,0.9231,0.96204,0.94568,0.81816,0.34891,0.02827,0.43826,0.92554,0.00134,0.00134,0.00134
102,1049.94,0.88457,0.36906,0.11801,0.56471,1.02181,0.97335,0.85614,0.90829,0.72833,1,0.88243,0.95707,0.94338,0.80687,0.35779,0.02617,0.4266,0.92763,0.0013334,0.0013334,0.0013334
103,1060.73,0.88534,0.36294,0.12509,0.57175,1.02484,0.98268,0.85156,0.91178,0.74276,0.94458,0.93213,0.96093,0.95438,0.79765,0.32242,0.03079,0.42736,0.91967,0.0013268,0.0013268,0.0013268
104,1073.35,0.89796,0.35336,0.11418,0.56586,1.01021,0.98812,0.86719,0.91388,0.71643,0.93216,0.92188,0.95704,0.94722,0.81627,0.30742,0.02703,0.42605,0.92378,0.0013202,0.0013202,0.0013202
105,1081.78,0.88701,0.32566,0.1143,0.57322,1.0136,0.96794,0.85938,0.90744,0.73582,0.95847,0.90144,0.95742,0.94447,0.79818,0.32847,0.02825,0.42069,0.91747,0.0013136,0.0013136,0.0013136
106,1092.39,0.89304,0.36229,0.12165,0.58318,1.01777,0.95655,0.85993,0.91259,0.72254,0.98268,0.88628,0.95729,0.94585,0.77487,0.35655,0.02835,0.43664,0.92191,0.001307,0.001307,0.001307
107,1103.95,0.86425,0.32601,0.11331,0.56776,1.0016,0.99206,0.84375,0.90778,0.73058,0.955,0.92188,0.96058,0.94911,0.7678,0.3143,0.03351,0.44675,0.91293,0.0013004,0.0013004,0.0013004
108,1112.08,0.89392,0.31302,0.11511,0.58088,1.01285,0.97861,0.85156,0.90937,0.71184,0.97506,0.9162,0.96107,0.94582,0.8066,0.34418,0.02537,0.43099,0.92266,0.0012938,0.0012938,0.0012938
109,1124,0.84451,0.32781,0.11333,0.54812,1.00063,0.98908,0.85938,0.90927,0.72766,0.96651,0.90181,0.95498,0.94182,0.8225,0.36888,0.0233,0.4275,0.92491,0.0012872,0.0012872,0.0012872
110,1134.54,0.86938,0.34305,0.11336,0.56127,1.02936,0.9972,0.83594,0.91086,0.69596,0.99143,0.90404,0.96001,0.95001,0.95133,0.31995,0.0207,0.46367,0.97969,0.0012806,0.0012806,0.0012806
111,1143.41,0.88087,0.33514,0.10257,0.57059,1.01289,0.98195,0.84996,0.90377,0.7111,0.98313,0.91053,0.9599,0.94211,0.88134,0.3429,0.01977,0.44756,0.93752,0.001274,0.001274,0.001274
112,1154.34,0.89509,0.32847,0.11666,0.58047,1.01644,0.97357,0.86331,0.91021,0.72858,0.99015,0.88281,0.95492,0.94189,0.81789,0.35997,0.02002,0.425,0.9188,0.0012674,0.0012674,0.0012674
113,1164.76,0.90269,0.34321,0.11628,0.57517,1.0213,0.96916,0.85938,0.90186,0.69416,0.94467,0.92969,0.96084,0.95014,0.93386,0.30611,0.02506,0.45251,0.9729,0.0012608,0.0012608,0.0012608
114,1173.17,0.86714,0.30624,0.1136,0.55871,1.02213,0.96052,0.875,0.90533,0.73352,0.95873,0.9375,0.9603,0.95041,0.79953,0.31719,0.02085,0.45157,0.91808,0.0012542,0.0012542,0.0012542
115,1183.67,0.9012,0.30791,0.10397,0.56886,1.01785,0.96315,0.86719,0.89726,0.6986,0.97564,0.93863,0.96357,0.94753,0.87493,0.32805,0.02548,0.44144,0.93893,0.0012476,0.0012476,0.0012476
